,Year,Series,Value
New Zealand,2005,Emissions per capita (metric tons of carbon dioxide),8.3
New Zealand,2010,Emissions per capita (metric tons of carbon dioxide),7.3
New Zealand,2012,Emissions per capita (metric tons of carbon dioxide),7.7
New Zealand,2013,Emissions per capita (metric tons of carbon dioxide),7.5
New Zealand,2014,Emissions per capita (metric tons of carbon dioxide),7.7
Nicaragua,1975,Emissions (thousand metric tons of carbon dioxide),"1,929"
Nicaragua,1985,Emissions (thousand metric tons of carbon dioxide),"1,991"
Nicaragua,1995,Emissions (thousand metric tons of carbon dioxide),"2,780"
Nicaragua,2005,Emissions (thousand metric tons of carbon dioxide),"4,320"
Nicaragua,2010,Emissions (thousand metric tons of carbon dioxide),"4,536"
Nicaragua,2012,Emissions (thousand metric tons of carbon dioxide),"4,620"
Nicaragua,2013,Emissions (thousand metric tons of carbon dioxide),"4,551"
Nicaragua,2014,Emissions (thousand metric tons of carbon dioxide),"4,862"
Nicaragua,1975,Emissions per capita (metric tons of carbon dioxide),0.7
Nicaragua,1985,Emissions per capita (metric tons of carbon dioxide),0.6
Nicaragua,1995,Emissions per capita (metric tons of carbon dioxide),0.6
Nicaragua,2005,Emissions per capita (metric tons of carbon dioxide),0.8
Nicaragua,2010,Emissions per capita (metric tons of carbon dioxide),0.8
Nicaragua,2012,Emissions per capita (metric tons of carbon dioxide),0.8
Nicaragua,2013,Emissions per capita (metric tons of carbon dioxide),0.8
Nicaragua,2014,Emissions per capita (metric tons of carbon dioxide),0.8
Niger,1975,Emissions (thousand metric tons of carbon dioxide),334
Niger,1985,Emissions (thousand metric tons of carbon dioxide),997
Niger,1995,Emissions (thousand metric tons of carbon dioxide),810
Niger,2005,Emissions (thousand metric tons of carbon dioxide),715
Niger,2010,Emissions (thousand metric tons of carbon dioxide),"1,173"
Niger,2012,Emissions (thousand metric tons of carbon dioxide),"1,867"
Niger,2013,Emissions (thousand metric tons of carbon dioxide),"1,940"
Niger,2014,Emissions (thousand metric tons of carbon dioxide),"2,127"
Niger,1975,Emissions per capita (metric tons of carbon dioxide),0.1
Niger,1985,Emissions per capita (metric tons of carbon dioxide),0.1
Niger,1995,Emissions per capita (metric tons of carbon dioxide),0.1
Niger,2005,Emissions per capita (metric tons of carbon dioxide),0.1
Niger,2010,Emissions per capita (metric tons of carbon dioxide),0.1
Niger,2012,Emissions per capita (metric tons of carbon dioxide),0.1
Niger,2013,Emissions per capita (metric tons of carbon dioxide),0.1
Niger,2014,Emissions per capita (metric tons of carbon dioxide),0.1
Nigeria,1975,Emissions (thousand metric tons of carbon dioxide),"47,396"
Nigeria,1985,Emissions (thousand metric tons of carbon dioxide),"69,893"
Nigeria,1995,Emissions (thousand metric tons of carbon dioxide),"35,841"
Nigeria,2005,Emissions (thousand metric tons of carbon dioxide),"106,068"
Nigeria,2010,Emissions (thousand metric tons of carbon dioxide),"91,517"
Nigeria,2012,Emissions (thousand metric tons of carbon dioxide),"98,503"
Nigeria,2013,Emissions (thousand metric tons of carbon dioxide),"98,136"
Nigeria,2014,Emissions (thousand metric tons of carbon dioxide),"96,281"
Nigeria,1975,Emissions per capita (metric tons of carbon dioxide),0.7
Nigeria,1985,Emissions per capita (metric tons of carbon dioxide),0.8
Nigeria,1995,Emissions per capita (metric tons of carbon dioxide),0.3
Nigeria,2005,Emissions per capita (metric tons of carbon dioxide),0.8
Nigeria,2010,Emissions per capita (metric tons of carbon dioxide),0.6
Nigeria,2012,Emissions per capita (metric tons of carbon dioxide),0.6
Nigeria,2013,Emissions per capita (metric tons of carbon dioxide),0.6
Nigeria,2014,Emissions per capita (metric tons of carbon dioxide),0.6
Niue,1975,Emissions (thousand metric tons of carbon dioxide),4
Niue,1985,Emissions (thousand metric tons of carbon dioxide),4
Niue,1995,Emissions (thousand metric tons of carbon dioxide),7
Niue,2005,Emissions (thousand metric tons of carbon dioxide),4
Niue,2010,Emissions (thousand metric tons of carbon dioxide),4
Niue,2012,Emissions (thousand metric tons of carbon dioxide),7
Niue,2013,Emissions (thousand metric tons of carbon dioxide),7
Niue,2014,Emissions (thousand metric tons of carbon dioxide),11
Niue,1975,Emissions per capita (metric tons of carbon dioxide),0.8
Niue,1985,Emissions per capita (metric tons of carbon dioxide),1.1
Niue,1995,Emissions per capita (metric tons of carbon dioxide),2.8
Niue,2005,Emissions per capita (metric tons of carbon dioxide),1.8
Niue,2010,Emissions per capita (metric tons of carbon dioxide),1.9
Niue,2012,Emissions per capita (metric tons of carbon dioxide),3.8
Niue,2013,Emissions per capita (metric tons of carbon dioxide),3.8
Niue,2014,Emissions per capita (metric tons of carbon dioxide),5.7
Norway,1975,Emissions (thousand metric tons of carbon dioxide),"29,673"
Norway,1985,Emissions (thousand metric tons of carbon dioxide),"40,715"
Norway,1995,Emissions (thousand metric tons of carbon dioxide),"33,439"
Norway,2005,Emissions (thousand metric tons of carbon dioxide),"42,438"
Norway,2010,Emissions (thousand metric tons of carbon dioxide),"60,106"
Norway,2012,Emissions (thousand metric tons of carbon dioxide),"49,890"
Norway,2013,Emissions (thousand metric tons of carbon dioxide),"58,162"
Norway,2014,Emissions (thousand metric tons of carbon dioxide),"47,627"
Norway,1975,Emissions per capita (metric tons of carbon dioxide),7.4
Norway,1985,Emissions per capita (metric tons of carbon dioxide),9.8
Norway,1995,Emissions per capita (metric tons of carbon dioxide),7.7
Norway,2005,Emissions per capita (metric tons of carbon dioxide),9.2
Norway,2010,Emissions per capita (metric tons of carbon dioxide),12.3
Norway,2012,Emissions per capita (metric tons of carbon dioxide),9.9
Norway,2013,Emissions per capita (metric tons of carbon dioxide),11.4
Norway,2014,Emissions per capita (metric tons of carbon dioxide),9.2
Oman,1975,Emissions (thousand metric tons of carbon dioxide),"7,257"
Oman,1985,Emissions (thousand metric tons of carbon dioxide),"8,661"
Oman,1995,Emissions (thousand metric tons of carbon dioxide),"15,896"
Oman,2005,Emissions (thousand metric tons of carbon dioxide),"29,893"
Oman,2010,Emissions (thousand metric tons of carbon dioxide),"47,418"
Oman,2012,Emissions (thousand metric tons of carbon dioxide),"59,160"
Oman,2013,Emissions (thousand metric tons of carbon dioxide),"61,378"
Oman,2014,Emissions (thousand metric tons of carbon dioxide),"61,169"
Oman,1975,Emissions per capita (metric tons of carbon dioxide),8.1
Oman,1985,Emissions per capita (metric tons of carbon dioxide),5.6
Oman,1995,Emissions per capita (metric tons of carbon dioxide),7.1
Oman,2005,Emissions per capita (metric tons of carbon dioxide),12.3
Oman,2010,Emissions per capita (metric tons of carbon dioxide),16.1
Oman,2012,Emissions per capita (metric tons of carbon dioxide),16.7
Oman,2013,Emissions per capita (metric tons of carbon dioxide),15.7
Oman,2014,Emissions per capita (metric tons of carbon dioxide),14.4
Pakistan,1975,Emissions (thousand metric tons of carbon dioxide),"23,219"
Pakistan,1985,Emissions (thousand metric tons of carbon dioxide),"47,176"
Pakistan,1995,Emissions (thousand metric tons of carbon dioxide),"84,484"
Pakistan,2005,Emissions (thousand metric tons of carbon dioxide),"136,636"
Pakistan,2010,Emissions (thousand metric tons of carbon dioxide),"161,396"
Pakistan,2012,Emissions (thousand metric tons of carbon dioxide),"163,497"
Pakistan,2013,Emissions (thousand metric tons of carbon dioxide),"164,326"
Pakistan,2014,Emissions (thousand metric tons of carbon dioxide),"166,298"
Pakistan,1975,Emissions per capita (metric tons of carbon dioxide),0.3
Pakistan,1985,Emissions per capita (metric tons of carbon dioxide),0.5
Pakistan,1995,Emissions per capita (metric tons of carbon dioxide),0.7
Pakistan,2005,Emissions per capita (metric tons of carbon dioxide),0.8
Pakistan,2010,Emissions per capita (metric tons of carbon dioxide),1
Pakistan,2012,Emissions per capita (metric tons of carbon dioxide),0.9
Pakistan,2013,Emissions per capita (metric tons of carbon dioxide),0.9
Pakistan,2014,Emissions per capita (metric tons of carbon dioxide),0.9
Palau,1975,Emissions (thousand metric tons of carbon dioxide),194
Palau,1985,Emissions (thousand metric tons of carbon dioxide),161
Palau,1995,Emissions (thousand metric tons of carbon dioxide),235
Palau,2005,Emissions (thousand metric tons of carbon dioxide),260
Palau,2010,Emissions (thousand metric tons of carbon dioxide),253
Palau,2012,Emissions (thousand metric tons of carbon dioxide),253
Palau,2013,Emissions (thousand metric tons of carbon dioxide),257
Palau,2014,Emissions (thousand metric tons of carbon dioxide),260
Palau,1975,Emissions per capita (metric tons of carbon dioxide),4.7
Palau,1985,Emissions per capita (metric tons of carbon dioxide),2.3
Palau,1995,Emissions per capita (metric tons of carbon dioxide),13.5
Palau,2005,Emissions per capita (metric tons of carbon dioxide),13.1
Palau,2010,Emissions per capita (metric tons of carbon dioxide),12.3
Palau,2012,Emissions per capita (metric tons of carbon dioxide),12.1
Palau,2013,Emissions per capita (metric tons of carbon dioxide),12.3
Palau,2014,Emissions per capita (metric tons of carbon dioxide),12.4
Panama,1975,Emissions (thousand metric tons of carbon dioxide),"3,663"
Panama,1985,Emissions (thousand metric tons of carbon dioxide),"2,629"
Panama,1995,Emissions (thousand metric tons of carbon dioxide),"2,985"
Panama,2005,Emissions (thousand metric tons of carbon dioxide),"6,839"
Panama,2010,Emissions (thousand metric tons of carbon dioxide),"9,164"
Panama,2012,Emissions (thousand metric tons of carbon dioxide),"10,114"
Panama,2013,Emissions (thousand metric tons of carbon dioxide),"10,719"
Panama,2014,Emissions (thousand metric tons of carbon dioxide),"8,801"
Panama,1975,Emissions per capita (metric tons of carbon dioxide),2.1
Panama,1985,Emissions per capita (metric tons of carbon dioxide),1.2
Panama,1995,Emissions per capita (metric tons of carbon dioxide),1.1
Panama,2005,Emissions per capita (metric tons of carbon dioxide),2.1
Panama,2010,Emissions per capita (metric tons of carbon dioxide),2.5
Panama,2012,Emissions per capita (metric tons of carbon dioxide),2.7
Panama,2013,Emissions per capita (metric tons of carbon dioxide),2.8
Panama,2014,Emissions per capita (metric tons of carbon dioxide),2.3
Papua New Guinea,1975,Emissions (thousand metric tons of carbon dioxide),"1,533"
Papua New Guinea,1985,Emissions (thousand metric tons of carbon dioxide),"2,127"
Papua New Guinea,1995,Emissions (thousand metric tons of carbon dioxide),"2,061"
Papua New Guinea,2005,Emissions (thousand metric tons of carbon dioxide),"4,386"
Papua New Guinea,2010,Emissions (thousand metric tons of carbon dioxide),"4,763"
Papua New Guinea,2012,Emissions (thousand metric tons of carbon dioxide),"5,079"
Papua New Guinea,2013,Emissions (thousand metric tons of carbon dioxide),"6,186"
Papua New Guinea,2014,Emissions (thousand metric tons of carbon dioxide),"6,318"
Papua New Guinea,1975,Emissions per capita (metric tons of carbon dioxide),0.6
Papua New Guinea,1985,Emissions per capita (metric tons of carbon dioxide),0.6
Papua New Guinea,1995,Emissions per capita (metric tons of carbon dioxide),0.4
Papua New Guinea,2005,Emissions per capita (metric tons of carbon dioxide),0.7
Papua New Guinea,2010,Emissions per capita (metric tons of carbon dioxide),0.7
Papua New Guinea,2012,Emissions per capita (metric tons of carbon dioxide),0.7
Papua New Guinea,2013,Emissions per capita (metric tons of carbon dioxide),0.8
Papua New Guinea,2014,Emissions per capita (metric tons of carbon dioxide),0.8
Paraguay,1975,Emissions (thousand metric tons of carbon dioxide),840
Paraguay,1985,Emissions (thousand metric tons of carbon dioxide),"1,551"
Paraguay,1995,Emissions (thousand metric tons of carbon dioxide),"3,964"
Paraguay,2005,Emissions (thousand metric tons of carbon dioxide),"3,832"
Paraguay,2010,Emissions (thousand metric tons of carbon dioxide),"5,097"
Paraguay,2012,Emissions (thousand metric tons of carbon dioxide),"5,284"
Paraguay,2013,Emissions (thousand metric tons of carbon dioxide),"5,434"
Paraguay,2014,Emissions (thousand metric tons of carbon dioxide),"5,702"
Paraguay,1975,Emissions per capita (metric tons of carbon dioxide),0.3
Paraguay,1985,Emissions per capita (metric tons of carbon dioxide),0.4
Paraguay,1995,Emissions per capita (metric tons of carbon dioxide),0.8
Paraguay,2005,Emissions per capita (metric tons of carbon dioxide),0.7
Paraguay,2010,Emissions per capita (metric tons of carbon dioxide),0.8
Paraguay,2012,Emissions per capita (metric tons of carbon dioxide),0.8
Paraguay,2013,Emissions per capita (metric tons of carbon dioxide),0.8
Paraguay,2014,Emissions per capita (metric tons of carbon dioxide),0.9
Peru,1975,Emissions (thousand metric tons of carbon dioxide),"21,965"
Peru,1985,Emissions (thousand metric tons of carbon dioxide),"19,512"
Peru,1995,Emissions (thousand metric tons of carbon dioxide),"23,883"
Peru,2005,Emissions (thousand metric tons of carbon dioxide),"37,136"
Peru,2010,Emissions (thousand metric tons of carbon dioxide),"57,594"
Peru,2012,Emissions (thousand metric tons of carbon dioxide),"55,071"
Peru,2013,Emissions (thousand metric tons of carbon dioxide),"57,154"
Peru,2014,Emissions (thousand metric tons of carbon dioxide),"61,745"
Peru,1975,Emissions per capita (metric tons of carbon dioxide),1.5
Peru,1985,Emissions per capita (metric tons of carbon dioxide),1
Peru,1995,Emissions per capita (metric tons of carbon dioxide),1
Peru,2005,Emissions per capita (metric tons of carbon dioxide),1.4
Peru,2010,Emissions per capita (metric tons of carbon dioxide),1.9
Peru,2012,Emissions per capita (metric tons of carbon dioxide),1.8
Peru,2013,Emissions per capita (metric tons of carbon dioxide),1.9
Peru,2014,Emissions per capita (metric tons of carbon dioxide),2
Philippines,1975,Emissions (thousand metric tons of carbon dioxide),"32,526"
Philippines,1985,Emissions (thousand metric tons of carbon dioxide),"28,049"
Philippines,1995,Emissions (thousand metric tons of carbon dioxide),"60,711"
Philippines,2005,Emissions (thousand metric tons of carbon dioxide),"74,832"
Philippines,2010,Emissions (thousand metric tons of carbon dioxide),"84,869"
Philippines,2012,Emissions (thousand metric tons of carbon dioxide),"91,206"
Philippines,2013,Emissions (thousand metric tons of carbon dioxide),"98,129"
Philippines,2014,Emissions (thousand metric tons of carbon dioxide),"105,654"
Philippines,1975,Emissions per capita (metric tons of carbon dioxide),0.8
Philippines,1985,Emissions per capita (metric tons of carbon dioxide),0.5
Philippines,1995,Emissions per capita (metric tons of carbon dioxide),0.9
Philippines,2005,Emissions per capita (metric tons of carbon dioxide),0.9
Philippines,2010,Emissions per capita (metric tons of carbon dioxide),0.9
Philippines,2012,Emissions per capita (metric tons of carbon dioxide),1
Philippines,2013,Emissions per capita (metric tons of carbon dioxide),1
Philippines,2014,Emissions per capita (metric tons of carbon dioxide),1.1
Poland,1975,Emissions (thousand metric tons of carbon dioxide),"375,559"
Poland,1985,Emissions (thousand metric tons of carbon dioxide),"445,900"
Poland,1995,Emissions (thousand metric tons of carbon dioxide),"344,214"
