T34,Net disbursements of official development assistance to recipients,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
72,Botswana,2016,Net official development assistance received: Multilateral (millions of US dollars),25.4100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
72,Botswana,2017,Net official development assistance received: Multilateral (millions of US dollars),39.2900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
72,Botswana,1975,Net official development assistance received: Total (millions of US dollars),50.9400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
72,Botswana,1985,Net official development assistance received: Total (millions of US dollars),95.6200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
72,Botswana,1995,Net official development assistance received: Total (millions of US dollars),89.6600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
72,Botswana,2005,Net official development assistance received: Total (millions of US dollars),48.2700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
72,Botswana,2010,Net official development assistance received: Total (millions of US dollars),154.6700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
72,Botswana,2015,Net official development assistance received: Total (millions of US dollars),65.5400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
72,Botswana,2016,Net official development assistance received: Total (millions of US dollars),90.5700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
72,Botswana,2017,Net official development assistance received: Total (millions of US dollars),102.0500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
72,Botswana,1975,Net official development assistance received: Total (as % GNI),14.3500,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
72,Botswana,1985,Net official development assistance received: Total (as % GNI),9.3900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
72,Botswana,1995,Net official development assistance received: Total (as % GNI),1.9100,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
72,Botswana,2005,Net official development assistance received: Total (as % GNI),0.5300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
72,Botswana,2010,Net official development assistance received: Total (as % GNI),1.2600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
72,Botswana,2015,Net official development assistance received: Total (as % GNI),0.4600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
72,Botswana,2016,Net official development assistance received: Total (as % GNI),0.5900,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
72,Botswana,2017,Net official development assistance received: Total (as % GNI),0.6000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
76,Brazil,1975,Net official development assistance received: Bilateral  (millions of US dollars),66.9200,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
76,Brazil,1985,Net official development assistance received: Bilateral  (millions of US dollars),53.6000,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
76,Brazil,1995,Net official development assistance received: Bilateral  (millions of US dollars),230.3400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
76,Brazil,2005,Net official development assistance received: Bilateral  (millions of US dollars),113.2300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
76,Brazil,2010,Net official development assistance received: Bilateral  (millions of US dollars),377.1800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
76,Brazil,2015,Net official development assistance received: Bilateral  (millions of US dollars),718.8400,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
76,Brazil,2016,Net official development assistance received: Bilateral  (millions of US dollars),572.0800,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
76,Brazil,2017,Net official development assistance received: Bilateral  (millions of US dollars),-4.4300,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
76,Brazil,1975,Net official development assistance received: Multilateral (millions of US dollars),65.6600,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
76,Brazil,1985,Net official development assistance received: Multilateral (millions of US dollars),31.3700,,"Organisation for Economic Co-operation and Development (OECD), Paris, the OECD Development Assistance Committee (DAC) database, last accessed June 2019."
